microban-001	dlurrrdlullddruluruuldrddrruldluu
sasquatch-iii-032	urrrrddllldlllldllldddrurrrrrruuulldlurrrdddllluuddlllluurrrurrrrurddldrrrlluuurrdrdrrddlluudlllldllluulurrrrllldddlllulurrrllddrrruulurrldddludlluurrdrullldrrulluuluuurruldldddrruuddlluuururrrrrdullllldldddrruurrrrllllddllllulldrrrruuururrrrrddlllldldddldrruluuururrrruullllldlddrdlllulldrrrrurdddldruuuuluuruulddddrdlllulldrrrrurddduuuluuuuruulddddddrdlllrruuuurrrruullrrddllluuldddddrruuluuurrrddllluldddurrddldddlddrrrrrrruuuurrruulllllllrrrrrrrdddrrdruululldllddldrrrlluuurrdrdrrddlluuruuullddrrdrullddlllldllllllluurrrrrurrurddldrrrlluuurrdrdrrddlluuruuullddrdrullullldlldllurrrrurddldrrrlluuurrdrdrrddllullluuurrurrdduuurrdluldllddrrruddddlluudllluuurrdrrldddrruuullddlllldllluulurrrrurddldrrrlluuurrdrrrdddllulllldlllludllluurrrdrulurrrrlllldddludlluurrrdrulllldrrrulluuludllulldrrrrurdddldrrurrrurrurrruulllluulllllldddrdlllulldrrrrurdddldruuuuruuluuurrrddlllulddddrdlllulldrrrrurddduuuluuuuurrruulullldldddrrddrrdrrrrrruuuulluulldduurrrdldruuurrddldddduuulluulldldlllddddddrddrrrrurrurrruulllllllrrruulllllldddrruudrrrruulllldlluuurrrururrrdldrurdddduuuulullldldllldlluuururrrdrrrrlldddulllldddrrurrlldddldddrrrrurrurrruulllllllrrrrruuuuullullddddllldlurrrruullldlddrrulrulurldddlddrruudrrrrrruuuuullullddddlldlurrruuuurrdrrruullddldrurdddduuuululllddddlldddldddrrrrurrurrruulllllllrrrrrrrddllldlldlllluuuruuluruulddrddrrrrrruuuuululllllullldldddrrurdrddddlluuudddrrurrrrrruuuuululllddllruulullldldddrrdddddrddrrrrurrdrulurrlldlldllurrrrurdldddllluulurrldddlllulurrrllddrrruuddrrrurrdlluuurdlddlllllrruururrurdllldllurrrlldddrrruuudddrruldlllluuurrrrdulllldddllulurrlddrruulurrrrdrulllldddrrrudruldllllulurdrulurrrrlllldllldddruulurrrdrulurrrlldddrrrurrrrdrruuullludrrrdddlluurldlllldllluullluuururrrrrrrruuurrdlurrrdlddlddduuurrdluld
sasquatch-iii-033	lllllddrrrdrddludlluruddrruulullllrrrrdrddlluurullldluuddlddrrrdruuurulllrrdddrurulullluurrrrdrdrddllulullluurruuulllllddddlluulldddddddddrdrrrrruuudddllllluluuuuuuuuurrddrruuuurrrrrdddlldddllddrrrdrulllluurruuldrdluuruuldddrrrrdrddllllldddrrrrurrurruruuuuuulululllulddduurrrrdrdrddddddldlldlldlllluuurrrrrurruuuulllllrrrdrdrddllulullluluurddduurruuulllllddddlluurlddrruulllldddddddddrdrrrrruuuurrrrruulullluurruuulllllldurrrrrrdddllddrrrdrddlllllddddllllluluuuuuuuuurrddrruuulurrrrrllllddddlluulldddddddddrdrrrrrurrrrurrurruruuuuuulululllulddduurrrrdrdrddddddldlldlldlllluuurrrrrurruuuulllllrrrdrdrddllulullluluurdrruuulllllddddllurdruuulurrrrrlllldddllulldddddddddrdrrrrrurrrrurrurruruuuuuulululllulddduurrrrdrdrddddddldlldlldlllluuurrrrrurruuuullllllulddurrrrrdrdrddlldludlluruddrruulullrrdrddlluurulddldllddddllllluluuuuuuuuurrrdruuldlddddrudddluuuuuruuurrrrrrdddrrdrdrddlldllllldddrrrrurrurruruuuuuulululllulddduurrrrdrdrddddddldlldlldllllulllluuudddrrrruurrrrrurruuuulllllluldrrrrrdrdrddlluldrdlllurrrrruuuulllluuulllllldddlddrddldddrrrrddllllluluuuuuuuuurrrdruulurrrrrlllllddldddrddldddrrrrdrrrrurrurruruuuuuulululllulddduullllllddldddrddluuuudddddddrrrrddllllluluuuuuuuuurrrdruulurrrrrlllllddlddddddddrrrrdrrrrurrurruruuuuuulululllulddullllllddldddruulurdruulurrrrrlllllddlddddddddrrrrdrrrrurrurruruuuuuululullluldlllllldddddddddldrrrlluuuuuuuullldddddddddrdrrrrruuu
sasquatch-iii-034	uluuruuuluuuuururrddrdrrrrdddlluldrdldldlddrddllululuuruuuluuuuururrddrdrruldrrruldrdddlllddlldddrddllululuuruuuluuuuururrddldrrrrrurdddrdllllrrruuullluldrrrulldrrrdddlllddlldddrddllululuuruuuluuuuururrddldrrrrllluuulldldddddrdddlludrruuuluuuuururrdddrrulrrrrddddlllddlldddrddllululuuruuuluuuuururrddldrrurrrrddddlldddrrurruruuuulullllllrrrrddddlldddrruudrruruuuululldddrdllldldlldddrddllululuuruuuluuuuururrddrrrrrruurrrrddddddddddrdddllulluluuluuuuuuurrdrddddldldluudrruruuuululldddrdldddrddrddluuuuluuuuuuurrdrddddldldludllullldddrrrrddrluurllllluuurrrdrrurruruuuululuurrrrddddddddddrdddllulllldlllrrruullllluuurrrdrrurruruuuulullllllluulldldddddrdddlddrdrdrdrurrrruullllluurrrlllddrrrrrddllllllululuurrrlluuuluurdddduuuuluuururrddrrrrrruurrrrddddddddddrdddllulllldllllllululuurllulluurrrlllddrrdrruuuddlldrddrdrdrrrrrruullllluullrrddrrrrrddllllllululuuruuulldurrdddrrurrdlllllruuuluuuuururrddrrrrrrrdrddddldlldlllulldddrrrrrddlludllllululuurrrddrrrddlludllululuurrrddrddrrrrurrdlllllrrrurrrrdrruuuuluuuuuuuuullllddlllllluulldldddddrdddlddrdrdrdrullululuurrrurrdlllluuuluuuuururrddrrrrrddddddrdlllluuruuldrdddrruuuuuuulldrurdddduuuulllldrrulllldrrurrrrrrdrddddldldddrdrrdrruuuullldrurrddddlluuulurddddrruuuluuuuuuuuurullllulddurrrrddddddddddrdddllulluluuururuuuulullllllrrrrrrdrddddldlldllullldlluuuluuuuururrddrrrrrddddddrdluuuuuuulldrurdddduuuulllldrrulllldrrurrrrrrdrddddldldddrdrruuludrddllldllluurrllddrrrurrruuruuuuuuuuuullllddrdrddddldlddduuururuuuulullllllluulldldddddrdddrrddrrrllluuurrdluldurrruuldrdlldllluuuluuuuururrddrrrrrddddllulddurrruuuurrdrddddldlludrruruuuululldddrdllruuuullllluulldldddddrdddrrrrruuluurddurruuuullllluulldldddddrdddrrrrrrruuuuuuuruurrrrddddddddddlddlluluuluuuuuuurrdrddddldldluudrruruuuululldddrdllldldldrrluuruulddurrruuuullllluulldldddddrdddrrrrrudlluruurrrdddlrrddrdrruulurdruuuuuuuuurullllulddurrrrdddddddddldddlluluuururuuuulullllllrrrrddddlllddldllluuuluuuuururrdduulldldddrddduuuluuururrddrrrrrdddddddllllllrruruurrruuuulldrurdddrdlllulddurrruuuulllldrrrurdddrdllluldrrruuuulllllldrrrrrurdddrdlllrrdddrddrddluuuuluuuuuuurrdrddddldlruruuuulullddddddrdddddllluurrllddrrruuuullllllrrrrruuuuuuurrdrddddldlruruuuulullddddddrdddddllulurrlddrruuuulllllrrrruuuuuuurrdrddddldlruruuuulullddddddrdddlldrdruuuullllrrruuuuuuurrdrddddldlruruuuulullddddddrdlll
sasquatch-iii-035	llluldddrddlddrrudlluuruuluurrrrrdrrullrrdddrrrrrrddllludrrruuuuuulldlllldddrrrrrllddrrruuuuudddlllllluuurrrrurrurddduulllddduulllldddrrrrrllddrrruuuuudddlluuuurrurddullldlllldllurrrrrllldddrrrrrruuuullddduulllldddrrrrrllddrrruuuuudddlluuuurrurdlllddddlddllluuuulurrrrllldddrrrrrruuuullddduulllldddrrrrrllddrrruuuuudddlluuuurrlldlllllllllldlddrddldldrdrrrludlluuuruuluururrdrrurrddddlluluulurrrrrrrllldddrrrrrruuuullddduulllldddrrrrlddrrruullllrddlllulldluuuulurrrrrrrllldddddrrruurrruuuullddduuurrddddddllluurlddllluurrlluuulllllldlddrddldddrruldrrruldrrruluuluuuuurrrddddlldluuuuddddrdddllurdruuulurrluluururrrrrrurrddddddlllllluudlluluururrrrrrdddlddlllulluluulurrrrrrrllllllddddrrrdrrrrrruuuuuulldurrddddddllluurrllddrrruuuuudddlllddllluurrrrrllddrrruuuuddlllllldlluluuurrrrrrrdduulllllllddddrrrurrrrrllddrrruuudlluuulldduulllllddddrrrurrrrrllddrrruulllllldlldddlldllurrrdruuulurrluluuurrrrrdddlldlluluuullldlddrddldldrrrrrdruuuluuuuurrrrrdddlldlldluuudddrddllllluurdldrrrrdruuuddlllluuuuluururrrrrrrrdddlldlldluuddrddlllluurdldrrrdruuuddllluuluuluururrrrrrrrdddlldlluldrdddllluuluurdddldrrrldrruuuddllluuuulluururrrrrrrrdddlldlldddllluuuulluurdddddldrrrrdruuuudddllluuuulldddldrrrrrdruuuddllluuuuluuuuldddddddldrrrrrdruudllluuuuluuurrrrrrddduuulldrurdduulllldrduurrdluld
sasquatch-iii-036	lurrddlluulldrrllllllllllllllllrruuldldrrrrrrrrrrrrrrllllllllllllddluuuddddllurldllururrlldlluurduluurdrdrluluurrdlddruluurrdurdrddlullddrurrdlurrrrrrrrrrrrrurrdllllllllllllllrrrrrrrrrrrrurrrrdluruuldulldlddddrdrrudrruruulruululllldlddlllllluuuuuluuruudrdulurldddurrdlurruldlluurdldrrllldddrruuullddrdrulluurdduullldrurruulrdddluruulddllurrdrddlurulullddrluurrdlrrddlururrdldlluluururrd
sasquatch-iii-037	rrrdrrurrdrullldllurrrrllluurulrrruururuuluuruldddrddluuuudddllulduuudddlluluuulllllulldlluldrrrurrdllllrrrddldrlllddldlddrddldruuuluurdddduuurrdrurrdrdddrruuuululddullldddlddruuuulurrrllllluuruurruruurrrrrrddddrrrrrrddlddllldddllllllullrdrrrrrrruuurrruuruullllluluuullllllddldllddlddrrdrddlddruuudrrdrrrrrrruuurrruuruullllluluuullllllddldllddldddddlddrurluuuluurdddduuuuuruurruruurrrrrrddddrrrrrrddlddllldddlllluuuulllllllrrrrrrrddddrrrruuurrruuruullllluluuullllllddldllddldddurrrrrrrrddddrrrruuuuurudldddddlllluuuulllllllluuruurruruurrrrrrddddrrrrlddldddddlluuurldddlluuuulllllllluuruurruruurrrrrrddddrrrddldddulldddlluurlddlluurruulldulllllluuruurruruurrrrrrddddrrrddlddllullluldrrrrdrruuruullldldlldrrlddddrruuddlluurluulllllllluuruurrrddlduruulllddlddrrrrrlluuruuuuurrdddllddlddllluuruurrllddlddrrruuruuuldllulldrrrlddlddrrruuruurruuulllllulldrdurrrurrdllllrrrrrdddlluuddrruuulllrrrrrddlruurrddllddrdrurrruuulluldulllllldddrrdrruuuurrdrrrdddllldldlludrrururrruuullullllldduurrddlrddlruuuurrdrrrruuldddullulllddddlddrrururrrddlddrrruuruuuuuruuldlrdddrddluuuudddddlddllluuruurrllddlddrrruuruuudddldddrrulllruuruulllllldldldddddrrrrrrrdrruludllldllurrrrllllllluuuuurururrrddldddduuuuruullldldldddddrrrrrllllluuuuuluurrlldrr
sasquatch-iii-038	rrdrrrrlllllulddddduuuurrrdlluldduurrrrrrurrdllllllluldrrrrrrddddddrddluuuuuuuddddddllllllllllldllurrrrrrrrrrrrllllllllllluuuuuuuluurdddddddduuuuuuurrrrrrdrrulllllllrrrrrdrrrrrrurrdllllldlluurdrrrrddddddrddluuuuuuuddddddllllllllllldllurrrrrrrrrrrrllllllllllluuuuuuuluurdrrrrrrdrrrrrrurrdllllllrrrrddddddrddluuuuuuuddddddlllllllllllluuuuuuuluurdrrrrrrrrdrrrrurrdllllulrdrrdddddddlllllllllllluuuuuuulurrrr
sasquatch-iii-039	urrrrdullllddrrlluurrrrddddldlluuluuurrruurdrrrrrrdddrrdrrrruulululllulddduurrrrdrdrddllulllldllurrrrurdldulluuullllllldllldddrddrruruuuulurrrrrrrdddrrrrdrruulululllulddduurrrrdrdrddllulllldllurrrrdrullluuurrrrdrdrddllulllluuulllldurldluldrrdddddddrruulrddlluuuuuuulurrrrrdddrrrrdrruulululllulddduurrrrdrdrddllulllldllurrrrdrruldlulluuurrrrdrdrddllulllluuullllddddddddlldddrdrdrrrdrrrruruuuuullddddlluuuuuulllrddlluuuuuuulurrrrrdddrrrrdrruulululllulddduurrrrdrdrddllulllldlludrruuuullllddddddrrrrddddddrruuuuuulllllrddlluuuuuuulurrrrrdddrrrrdrruululullldldddllurrrrrldrlulluuruulddullllddddddrrrrrrddddlrddlluuuuddrruuuullllddddrrddrruulrddlluulluullddrrrrrlddrruuuuddlllluuuulluuuuulllllldddrddrruruuudddldlluuluuurrrrrurdddddddurrddddrrrruurrdddddldllllulllululuuurrrluurrdddullddrrrrrllluulllldddrdrdrrrdrrrruruuuuullddlllluuuulluuuuulllllldddrrurldlddrruruuudlldlluuurrrrrurdddddddurrddddrrrruurrdddddldllllulllululuuurrrluurrdddullddrdruuulluuuuuuullllllddrrrlldddrruruuudlllluurrrrrurddddddddrrddlludrrrrrruurrdddddldllllulllululuuurruurrddduuullddddrrlluurlddrruulllldddrdrdrrrdrrrruruuuuullddlllrrruurrdddddldllllulllululuuurrddrdrurrddrruu
sasquatch-iii-040	ruururuuldlrrddllululuulldurrddrdrdrrddrdrdluuulullddllddlldddrurlluurrdrdrddrrudlluulululluululurllululullluurrrrdrdrrllulullllddrrdrrdrdrdddrrdrruurruurrddrddrrdrdrdrrrddllllulullrrdrdrrrruulluulululldluudrrrdlrrdddrrruulldlluluurdrdulldrdrdrrruulldldrrluurrdduulllululluurrdulldldddrulurdrrrddlululldrrrrulldludrrdrdrrruulllllulluururrdrrdrdulullulldlddrrdrdrdrrruulllrruuluurddduulllulldlddrrdrurdldrdrrruulllulllluuluullululuururrrrdrdrddrrrrrrdrddllulldllulldlluulluluuddrdrruulldludrdrurulddrddrruldluuluurrdlddrrrrdrrurrdrruululllllluululullldlurrrrdrdrddrrrrrrdrddllulldllullldddruuddrrrdrruulullulldlluulldddrdrruuruldludrdddruuuddrrrdrruulullulldddrrrddlurullldluurulddrrrdlrrrruuluurddduulllulldddrdrdrdrrruullldlurulldrrrruuulllulldldddrurrdlrrrruuurrdluldduulllulldlddrrdrdrdrrruulldldrulluurllllllrrrrrrdldrurruuulllduulldlddrulddrrrlullllulullddlluuluullululldrdrdrrurddulllurlluuulllddrrurrdrddluludrrulululllddrrurullrddlluurrdrrddlurulddrdrrddlludrruuruuldrdldrrddrruuululrdrdddlluulldllulluludrdrrdrruuulluululllddrrrllddrddluuuddrrrdrrurrddrrdrdrddlldlllululuulllllluluurrdrrurrdrrurrddrrdrdduulullddrrurdlllururdulluulldllulldllullddrdrrrrrrddrdrdrrrurldlllululuulllllluluurrdrrurrdrrrurddrddlluruuululuurdddldrurduluulllluurdldrrrurddldruullluululllddrrrurdldrrrurdddldllulldluuuddrrrdrruuulluululllddrrrurdldrrlullldddrrrdrruuruuldllullldddllurdruuddrrrdrruruullluululllddrruruldrrddluruldlldddrrruddrruruuulllrdrd
sasquatch-iii-041	ullllllllllllddlldlddllldlllddddrdrrllddrrrruuuuulllddldddrrrddrurrrrruurrrrrurruruuruuldddduulllluulldldrrrrrrrddldlldlllllddllllllullluuuluuuurrrurrrrrddrrrdrrrrrrrddldlldlllllldrdluurrrdlullddrdrulluurrrrrrurruruulllllllullluullllldlllddddrdddrrrdrrrrrrllllllullluuuluuuurrrurrruururrdrddduuuullldlddllldlllddddrdddrrrdrrrrruurrrrrrurruruullllllluluuuuullldlddldllurrruururruullllllldddrdduuuluullllllldrrrrrrdrdrddrrrrrddlullrrdrddluurulluuururrdrddddldlluurdulluuulurrrllddddrdrrruuuuluudllldddllluuulluurrrrrrrrrrrdrrulllllllllllllllllrrrrrrrrrrrrdddllrrrddddllulluuulurrrdruudllldddllluuulluurrrrrrrrrrrdrrullllllllllllllldrrdrdrddrrrdrruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrdrrulllllllllllllddrdrddrrrdrdddrdrrruurrruulldllllrrrddldlluluuuruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrrrrrrrrrllllllllllldddrddddrrurrddldlruruulldlllllddrdrrruudrruruulldllllrrrddldlluluuuruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrrrrrrrllllllllldddrddddrddrruldlurullllrrrddldlluluuuruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrrrrrllllllldddrddddrdrrrrrrrurrdlllllllldlurullllrrrddldlluluuuruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrrrllllldddrddddrdrrrrrrrddrddluuuuruuldrdllllllldlurullllrrrddldlluluuuruldluuulurrrdruudllldddllluuulluurrrrrrrrrrrllldddrddddrdrrrrrrrddldllddrulurrurrddluuuuruuldrdllllllldlurullllrrrddldlluluuuruldluuddrdrrruuuuullllldrrrurrdddddrdrrrrrrrddldlldllllllddrulurrrrrrdrulurrurrddluuuuruuldrdllllllldlurulllldluuruldluuddrdrrruuuuullllldrdddrdrrrrdrrrrrrrddldlldllldlullddrdruudlluurrrrrrdrulurrurrddluuuuruuldrdllllllldlurulllldluurulllrdrdrrrrdrrrrrrrddldlldllllddlulurrrrrrdrulurrurrddluuuuruuldrdllllllldlurulllldlurrrrdrrrrrrrddldlldllllllddlllllullluuuruurrdrddddldrrrrrrdruulurrrrrdrulurrurrddluuuuruuldrdllllllldlurulllruuuuulllldddrrddrdlurrrdrrrrrrrddldlldllllllddlluldllullluuuruurrdrddddldrrrrrrdruulurrrrrdrulurrurrddluuuuruuldrdllllllldlurullldlurrrddldlludrrururrrrrrrddldlldllllllddllulllllluuurrdrluluurrdrddddldrrrrrrdruulurrrrrdrulurrurrddluuuuruuldrdllllllldlurullllrrrdrrrrrrrddldlldllllllddllulllllluurrrluluurrdrddddldrrrrrrdruulurrrrrdrulurrurrddluuuuruuldrdllllllldlurulllruuuuuluullllllllddrdrddrrrrluuurrdlulddduuurrrrdllluldduurrruullllllllddrdrddrrrllluuululurrrrlllldllurrrrrllllldllurrrrrrlllllldllurrrrrrrdddrddrrruuurrruurrrdrrullllllrrrrdrrrrulllllllrrrdrrrrrrullllllllrrdrrrrrrrrulllllllllrdrrrrrrrrrrullllllllll
sasquatch-iii-042	lullldurrrddllurdrurrdlddrrrrrrruurruurruulluulluulldddullddrluurruurrddlruullddllddlllllllllluullddrrrlllllddrrddrruuudddllllddrrddrruuuuurrrrdrruruuddldllulllldddrrrrrrrrrrrrrrddrruulllruurruullddduuuuuuullllddrrlllluulluullddduuurrddddlluuuurrddlrddlluulrrrrrddllrdddddulllulllldddrrrrrrrrrrddllddrruuudlluuluulllulldrrrrurddulllulllldddrrrrrrrrluulllurrdruuudrrrrdrrllurddlllluldduullllllldlluulluurrrruurrrrrrddrrrruurrdurrddddrrddddlluurruullddulrdrrddllddllllddlluuuullllrrruuullurdruudrrrdrdllluldduullllllldlluulluurruurrrrrrrrddrrlluuuulldddurrddrddrrrdrrrrdrrddllddllllddlluuuullruuullllllldddddddrruuudrrddrruulrddlluuudrrudllllddlluulluurruulluulluurrrrddduuullllddrrddllddrrddrrddrruulrddlluuudrrrrrrrllllllllluulluurruulluurrrrdddrrdrrrrrrrrurrrrdrrddllddllllddlluuudllllllllllllddrulurrrrrrrrrrlllllllllddrulurrluulluurrddduuuuuuurrdddrrrurdrruruuruullddrdddrrrrrrlllllllllurrdruudllllldlluuuuullddddddduuurluuuuuullddururdddurrrruulldddullulldrrrruurrddlllrrrrruurrddlllllrrrrrrrddlruurruulldddurrrruurrddrrddrrddllddddllddllllddlluulrddrruulrrrrruuddlruurruuuurruulluulllllllllrrrrrrrrrddrrddlllluuudddrrrruulluulllllluullddrluurrdddurrrrrrrruulldurrddlllllllllrrrrrrruurdrdlllrddrrddlluuudlrddddlludrrddrruulrddlluuuuudddddllduudddllddrruuudrrddrruulllrudrrdldlu
sasquatch-iii-043	drrddllddllururrrrruuuuuuulllllullldlruuldldddlllddrdrrdrrdddddrrudlluuuuullulluluurrrrrddlurullldrrdrululuuurrrrrddlurulllrrddrddluudddlruuururrrrrdddddddllllluluuudddrddddldlluuuuullulluluurrdrrdrrlululldrrdrrdrdrdrrrrruuuuuuulllllullldlruuldldduurrrrrdrrrrrdddddddlllllulululullluruuurrdlulddduuurrrrrddlurulllrrdrrrrrrdddddddlllllululululluuurrurrddrddluuruullldlldddrdrrdruudddrdrrrrrrruuuuuuullllllrrrrdddddddllllluluullulluuurrurrrddduurrrrrdddddddlluullulllrrrdrrullrruulddrdddllluluurrrurddduullllddrdrrrrruuuuuuurrdddddddldluuuuuudddddrruuuuuuulllllllullldlldddrdrrrrrrlllddrdrrrrruuuuuuddddddrruuuuuuullllllrrrrdddddddllllluluurrrurddduullllddrdrrrrruuuuuuurrdddddddldluuuuuudddddlluuullllllulluuurrurrrddldduuruulddduuulldlldddrdrrrrrrlllddrdrrrrruuuuuuddddddrruuuuuuullllllldluruldrrrrrrdddddddllllluluurrrurddduullllddrdrrrrruuuuuuurrdddddddldluuuuuudddddrruuuuuuullllllllddduuurrrrrrrrdddddddlllllllululurrrrlllddrdrrrrruuuuuuddddddrruuuuuuullllllrrrrdddddddllllluluuuuuuurdlddddllulluuurrurrdddddrrrurddduullllddrdrrrrluuulllluuuurrrrrrrrdddddddldluuuuuudddddllllldluuuddrrrruuullllldrdddrddluuuuulurrrrllldddddrruluuluuuuuurrrrrrrrdddddddllllllddrdrrullluurrdullddrdrruluulldlldruluurdduuluurrrurddduulllluuuurrrrrrrrdddddddlllllldlluurdlddddllurdruuuuuulurrrrurddduulllluuuurrrrrrrrdddddddllllllrruuulllluuuuulldlldddrdrrrrrrurddduulllluuuurrrrrrrrdddddddlllllruuullllddddddlluuuullulluluurlddrdrrdrrddddrruuuuuuuuuuulluldrdluldduurrrrdddddrrdrurdduulllluuuurrrrrrrrdddddddlluuuuuuddddddrruuuuuuullllllrrrrdddddddll
sasquatch-iii-044	ruururururruruulldlrurrdllrddluruuullululuulldlddrdddrdulldurruddrullldrrlduuuuuluururrddrdrdrdrddldldldldlddluludrrurururururuuullululuulldlddldrddlrrdluuruluuururrddrdrdrdrddldldldldldllululululluluururrrrllururdlldlldlddrdrrdrdrddrrrurururururuuullululuulldlduruuldduldduurrrrdlulllddldldlldlddrurudlddrululurrlurr
sasquatch-iii-045	ruururruururruulluluulluluullddldllddldllddrrdrddrrdrddrruururruululudrdrrurruulluluulldldlruruuluullddldllddrdrdululldllddrrdrddrrururlddduuuruulddduurruullddddlddruuldllurlululluurrrlllddrulurruruurdururuurrddduuulldrurddrdrrdlrdrdrrddlllrrruuldrdlldlddludldlddlluuudddrruldluu
sasquatch-iii-046	ldllllllllllddddlddrddddrrrrrrrruuururdlldddrruldludlllllllluuuurrrrrrddduuullllllddddrrrrrrrluuuullddduuullllddddrrrruuuurrdlulllllddddrrrruuudddlllluuuurrrrddddlluuudddlluuuurrddddrruldllluuuurrddduuullddddrrlluuururdlldddrruldlurrrrdluruurrddlluuulldllurlluurrrrrrrrrrruulllllllllrrrrrrrrruulldullllllllddrrrrrrrruurrddddlllllllllluurrrrrrrrdullllllllddrrrrrrrrlludlllllluurrrrrrddrruuuullllllllddrrrrrrudlllllluurrrrrrlldullllddrrrruurrddddlllllluurrrrdullllddrrrrlludlluurrddrruuuullllddrrudlluurrldrdddllurdrudrruuuurrddddllrruuululdrrdddllurdrudrruuuurrddddllurdrulluuurrdluldurrurrdrrrddrrrruurrdlulllllddrrrrddrruuddllurlulllluurrrrrddllludlluullddrruldrrrrrddllllluurrdullddrruuluuldrdrrrrddrrruullllllddrururrrrddllllullurlluurdrddrdrrrruullllrruulldurrdllllrrrdrrrddllluuddrrurullrdluuurrdduulllldrurdllllulldrrrrurrrrddldldllurrdrrudrddldduulldluldullddddrruuudddlluuuurrddddrruldludlluuuurrddduuullddddrruuululdrrrrurrdllllddrrudlluurrdlururrddllullurrdddlludrulddllurrurruulldulldrddluruurrrddllulurlldrrddlludruruulduldulldrrurrdddlluulurlllldrrurrddddlluuulurddddrruuulldddllurdrrruuulldduurrdddllrruldlulldrrurruullulldrddludrrrruullulddurrrddlludrruuldurulddrdrruuulrdlrdrruulrdldrrruulrdldlddruullldrldrullldrulurllldrldruullldrldruuuuldrdrrrrdrrulrrrdlluuurddrrulrulddddru
sasquatch-iii-047	ldllllllllllddddlddrddddrrrruluuurrrrrlddrluurdullllllrdlrdlrdluuurrrrdrddldllrruruullluldlddrruddrrulrruulllrrrddlurulrrrrddlllrrdluluurdurrdllurrulldllulldrrrlulllldrrrllldddlluuuurrlldrrrlllddrulurulluururuddrrulrullrudddrrrrrrruruuulllllllddduuurrrrrrdrddldlllllluurulurrrrddlllullddruddrruluuurrrddlldluddrrrrruruuldrddllllluurrrrlluurlddrdururuurrdrrrrrdddrdrrrrrddlddddllllulldlllluuuurrrrdduullllddrlddruuluurrrrddllrruullllddddrrrrurruddrrrurulruulddrddlllluurrllddrrrruuuulllldllurrrrllllllllddddrrrrurrdllllrrrrrrrruuuuruullllluluuullllldduurrdlurrrrdddldllludrrrulrrrdluuullrrdddrrrulurddrruldlluuruulllrrrrrdduulldrldlddruluurulddddlluuurrurrdluldllllulldrrrrrrllddlludrruullddrrdrrulluullddrldrrluluurdlddrurrrlllldllurruurrdldllludrrruuldrdldlluurrurrrrurrdllllddlluurldddlurrrrrdrrulllllldllurrrluuulldrurdulllulldlddllurldllddrruruululdulduldrrrrddluddllur
sasquatch-iii-048	rrrrrrrruulllulddurrrrddlllllluullluldddrrrllluurrrrddrrrrrruuudddrrruuuuullluldddrdddlllluurrrurdduuluurrrrddldddlllllllllrrruurrruuuuruuluurddddldrrrurdddduuullluuuuuluurddddddldrrrurddduuuluuruulddddrdllluldddrdddlllluurrrurddullllddrrrruuuluurrruuuruuuulddddddrdllluldddrdddlllluurrrurdduuluurrrrddrdlduuldduuruulllldddlllddlluullllddrrrrrrrrlluuuruullluldddrdddlllluurrrurddullllddrrrrrrrluuuruullluuuluurddddlddddrddrruuuruullluldddrdddlllluurrrurddullllddrrrrrruuuruullluuuuuluurddddddlddddrddrruuuruullluldddrdddlllluurrrurddullllddrrrrrllllllllllluuuruullluldddldrddrrrrrrruulllulddurrrrddllllrrrrrruurrruuurrruuuruulddddrdllluldddrdlllulddurrrrddllllllrruurrruuurrruuuuuruulddddddrdllluldddrdddldrdrululllluurrrurddullllddlddrulurrrlllluullllddrrrrrrrluuruuullluldddrdddlllluurrrurddullllddrrrrrruuuruullluuuluurddddlddddrddrruuuruullluldddrdddlllluurrrurddullllddrrrrrluuuluurrrrddlddduuuruullluuuuuluurddddddlddddrddrruuuruullluldddrdddrddrulullllluurrrurddullllddrrrruuuluurrruuuruulddddrdllluldddrdllluuulllldddddrrrrrrllllluluuuurrrrddldduuruulllldddddrrrrrlluurrruuurrruuuuuruulddddddrdllluldddrdllluldduuruulllldddddrrrrluuuruullluuuluurddddlddddddrrruuuruullluldddrdduulldrddrrruuuruullluuuuuluurddddddlddddddrrruuuruullluldddrdduulldrddrrluluurddldruuuluurrruuuruulddddrdllluldddldrurdduuluurrruuuuuruulddddddrdllludulddddd
